Layers,Image 1,Image 2,Image 3
MLP (3 layers),15.632279741571116,16.625071155556203,15.2771409701887
MLP (4 layers),15.702443000718226,16.44246401249593,15.09026046305603
MLP (5 layers),15.679174180252012,16.36886273291279,15.213095786443581
PQC (3 layers),2.8005353116587193,4.897081056411364,6.953974418337777
PQC (4 layers),4.470578512013609,6.905275691955919,8.784755975598294
PQC (5 layers),4.386895685885578,6.202070543727461,7.461056257515207
