Layers,Image 1,Image 2,Image 3
MLP (3 layers),15.826075966294733,16.912789900395587,15.884466103791874
MLP (4 layers),15.816485780737263,17.048803726610434,16.327728350677894
MLP (5 layers),15.811260188851728,16.606049412394256,16.306407751675856
PQC (3 layers),14.502719334697534,16.268669074155756,15.470434029214763
PQC (4 layers),15.624338887524306,16.464251670533624,15.470729901307722
PQC (5 layers),4.484474236288705,6.911991129043354,8.786242924404817
